Query,Tool
What is the overall value of my stocks and investments?,CalculatePortfolioValue
What is the current price of Apple stock?,GetStockPrice
Buy 100 shares of Microsoft.,ExecuteTrade
Analyze the sentiment around Amazon.,AnalyzeSentiment
What is the current value of my investment portfolio?,CalculatePortfolioValue
Get the real-time quote for Tesla.,GetStockPrice
Sell 50 shares of Netflix.,ExecuteTrade
Fetch the closing prices for IBM for the last 6 months.,GetHistoricalData
What's the market sentiment for Meta Platforms?,AnalyzeSentiment
Calculate my total assets value.,CalculatePortfolioValue
How much is NVIDIA stock trading for right now?,GetStockPrice
Purchase 20 shares of Disney.,ExecuteTrade
Provide historical volume data for SPY for the past year.,GetHistoricalData
Determine the sentiment for Coca-Cola based on recent news.,AnalyzeSentiment
Show me the current worth of my holdings.,CalculatePortfolioValue
Can you get me the live price for Starbucks?,GetStockPrice
Execute a sell order for all my GameStop shares.,ExecuteTrade
Retrieve the price history of ExxonMobil for Q4 2022.,GetHistoricalData
Score the financial news for Pfizer's market sentiment.,AnalyzeSentiment
What's the total current financial value of my account?,CalculatePortfolioValue
What's the latest price for AMD?,GetStockPrice
I want to buy 5 shares of Shopify.,ExecuteTrade
Get past performance data for Boeing for the last 3 years.,GetHistoricalData
Is the overall market sentiment for Oracle positive or negative?,AnalyzeSentiment
Compute the current value of my equity portfolio.,CalculatePortfolioValue
What is the current trading price of Apple?,GetStockPrice
How much is Google stock right now?,GetStockPrice
Tell me the live quote for Microsoft.,GetStockPrice
What's the real-time value of Amazon shares?,GetStockPrice
Buy 10 shares of Netflix.,ExecuteTrade
Sell 50 units of IBM.,ExecuteTrade
Place an order to purchase 20 shares of Adobe.,ExecuteTrade
Sell all my holdings in Boeing.,ExecuteTrade
Initiate a buy for 5 shares of NVIDIA.,ExecuteTrade
Show me the historical data for Disney from January to March 2023.,GetHistoricalData
Get past prices for ExxonMobil for the last 6 months.,GetHistoricalData
What was the stock performance of Coca-Cola last year?,GetHistoricalData
Retrieve the price history for Pfizer for the last quarter.,GetHistoricalData
Give me the volume data for Walmart for the past 30 days.,GetHistoricalData
Analyze the market sentiment for Meta Platforms.,AnalyzeSentiment
What's the sentiment around Intel based on recent news?,AnalyzeSentiment
Assess the overall news sentiment for JPMorgan Chase.,AnalyzeSentiment
Is the general sentiment for Goldman Sachs positive?,AnalyzeSentiment
What are people saying about Starbucks in financial news?,AnalyzeSentiment
Calculate the total value of my investment portfolio.,CalculatePortfolioValue
What's my current portfolio worth?,CalculatePortfolioValue
Show me the current valuation of all my assets.,CalculatePortfolioValue
Compute the total financial value of my holdings.,CalculatePortfolioValue
How much is my entire portfolio valued at currently?,CalculatePortfolioValue
What is the current price of Apple stock?,GetStockPrice
How much is Tesla trading at right now?,GetStockPrice
Can you get me the live quote for Microsoft?,GetStockPrice
Tell me the latest price for Amazon (AMZN).,GetStockPrice
What's the real-time value of Google (GOOGL) stock?,GetStockPrice
Buy 100 shares of Netflix (NFLX).,ExecuteTrade
Sell 50 shares of IBM.,ExecuteTrade
Place an order to purchase 25 shares of AMD.,ExecuteTrade
I want to sell my 75 shares of Starbucks (SBUX).,ExecuteTrade
Initiate a buy order for 15 shares of ExxonMobil (XOM).,ExecuteTrade
Show me the price history for Intel (INTC) for the last 6 months.,GetHistoricalData
Get me the past performance of Pfizer (PFE) stock for the last 3 years.,GetHistoricalData
Retrieve the daily closing prices for Disney (DIS) from March 2023.,GetHistoricalData
Can I see the historical data for Walmart (WMT) from 2020 to 2021?,GetHistoricalData
What's the market sentiment for Meta Platforms (META)?,AnalyzeSentiment
Analyze the recent news for Boeing (BA) stock.,AnalyzeSentiment
Tell me the sentiment score for Johnson & Johnson (JNJ).,AnalyzeSentiment
Is the news flow positive or negative for Procter & Gamble (PG)?,AnalyzeSentiment
Perform a sentiment analysis on recent articles about Salesforce (CRM).,AnalyzeSentiment
What is my current portfolio worth?,CalculatePortfolioValue
Calculate the total value of my investments.,CalculatePortfolioValue
Show me the aggregate value of all my holdings.,CalculatePortfolioValue
Can you tell me the current worth of my investment portfolio?,CalculatePortfolioValue
How much is my entire stock portfolio valued at right now?,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock prices for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 200 shares of Netflix.,ExecuteTrade
Get historical stock prices for Tesla from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 100 shares of IBM.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock prices for Google from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Sell 500 shares of Microsoft.,ExecuteTrade
Calculate the total value of my portfolio after a trade.,CalculatePortfolioValue
What is the current price of IBM stock?,GetStockPrice
Get historical stock prices for Amazon from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Buy 200 shares of Tesla.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock prices for Facebook from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Sell 100 shares of Apple.,ExecuteTrade
Calculate the total value of my portfolio after a trade.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock prices for IBM from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 500 shares of Google.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical stock prices for Tesla from 2010 to 2015.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical stock price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Sell 200 shares of Tesla.,ExecuteTrade
Get the historical stock price data for Apple from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Calculate the total value of my current portfolio after buying 100 shares of Apple.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Buy 50 shares of Microsoft.,ExecuteTrade
Get the historical stock price data for Google from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Calculate the total value of my current portfolio after selling 500 shares of Google.,CalculatePortfolioValue
What is the current price of Apple stock?,GetStockPrice
Sell 100 shares of Amazon.,ExecuteTrade
Get the historical stock price data for Facebook from 2012 to 2019.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Calculate the total value of my current portfolio after buying 200 shares of Tesla.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Buy 300 shares of Netflix.,ExecuteTrade
Get the historical stock price data for Amazon from 2010 to 2017.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Calculate the total value of my current portfolio after selling 200 shares of Facebook.,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Sell 50 shares of Microsoft.,ExecuteTrade
Get the historical stock price data for Netflix from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Calculate the total value of my current portfolio after buying 500 shares of Amazon.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch the historical data for Apple from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the market sentiment for Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get the historical data for Google from 2015 to 2020.,GetHistoricalData
Sell 500 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Fetch the historical data for Tesla from 2010 to 2015.,GetHistoricalData
Submit a sell order for 2000 shares of Netflix.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Calculate the total value of my portfolio.,CalculatePortfolioValue
Get the historical data for Microsoft from 2010 to 2018.,GetHistoricalData
Analyze the market sentiment for Google.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Buy 1000 shares of Microsoft.,ExecuteTrade
Fetch the historical data for Apple from 2020 to 2022.,GetHistoricalData
Get the current price of Amazon stock.,GetStockPrice
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the value of my entire portfolio.,CalculatePortfolioValue
Sell 50 shares of Facebook.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock data for Tesla from 2015 to 2021.,GetHistoricalData
Buy 200 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Calculate the value of my Apple stock holdings.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Microsoft from 2010 to 2018.,GetHistoricalData
Sell 100 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Calculate the value of my entire portfolio.,CalculatePortfolioValue
Buy 50 shares of Netflix.,ExecuteTrade
What is the current price of Google stock?,GetStockPrice
Get historical stock data for Facebook from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the value of my entire portfolio.,CalculatePortfolioValue
Sell 200 shares of Amazon.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Apple from 2010 to 2019.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Calculate the value of my Netflix stock holdings.,CalculatePortfolioValue
Buy 100 shares of Facebook.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Google from 2020 to 2023.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the value of my entire portfolio.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical data for Apple stock from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the value of my current portfolio.,CalculatePortfolioValue
Sell 50 shares of Facebook.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Netflix stock from 2018 to 2021.,GetHistoricalData
Submit a buy order for 200 shares of Amazon.,ExecuteTrade
Analyze the overall sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Calculate the value of my portfolio after selling 100 shares of Facebook.,CalculatePortfolioValue
Get historical data for Microsoft stock from 2015 to 2019.,GetHistoricalData
Submit a sell order for 50 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Fetch historical data for Twitter stock from 2020 to 2023.,GetHistoricalData
Buy 50 shares of Microsoft.,ExecuteTrade
Calculate the value of my portfolio after buying 100 shares of Apple.,CalculatePortfolioValue
Get the current price of Netflix stock.,GetStockPrice
Submit a buy order for 150 shares of Alphabet.,ExecuteTrade
Analyze the overall sentiment of recent news about Netflix.,AnalyzeSentiment
Get historical data for Apple stock from 2010 to 2015.,GetHistoricalData
Sell 200 shares of Amazon.,ExecuteTrade
Get the current price of Microsoft stock.,GetStockPrice
Fetch historical data for Google stock from 2015 to 2020.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical data for Apple stock from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 200 shares of Netflix.,ExecuteTrade
Get historical data for Tesla stock from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 1000 shares of Apple.,ExecuteTrade
What is the current price of Alphabet stock?,GetStockPrice
Get historical data for Microsoft stock from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Sell 500 shares of Facebook.,ExecuteTrade
Calculate the total value of my portfolio after buying 1000 shares of Apple.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Get historical data for Amazon stock from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 200 shares of Netflix.,ExecuteTrade
What is the current price of Alphabet stock?,GetStockPrice
Get historical data for Google stock from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Sell 1000 shares of Microsoft.,ExecuteTrade
Calculate the total value of my portfolio after selling 500 shares of Facebook.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Get historical data for Tesla stock from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Buy 500 shares of Amazon.,ExecuteTrade
What is the current price of Google stock?,GetStockPrice
Get historical data for Microsoft stock from 2015 to 2020.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the current value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock data for Tesla from 2015 to 2020.,GetHistoricalData
Buy 100 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Facebook from 2018 to 2021.,GetHistoricalData
Sell 50 shares of Microsoft.,ExecuteTrade
Calculate the current value of my Apple shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get historical stock data for Microsoft from 2010 to 2015.,GetHistoricalData
Buy 200 shares of Tesla.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Google from 2015 to 2020.,GetHistoricalData
Sell 100 shares of Apple.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Calculate the current value of my portfolio.,CalculatePortfolioValue
Get historical stock data for Netflix from 2020 to 2022.,GetHistoricalData
What is the current price of Microsoft stock?,GetStockPrice
Buy 500 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Get historical stock data for Alphabet from 2010 to 2015.,GetHistoricalData
Sell 200 shares of Google.,ExecuteTrade
Calculate the current value of my Microsoft shares.,CalculatePortfolioValue
Get historical stock data for Facebook from 2015 to 2020.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
What is the current price of Facebook stock?,GetStockPrice
Sell 200 shares of Netflix.,ExecuteTrade
Get historical stock data for Tesla from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 100 shares of IBM.,ExecuteTrade
Calculate the total value of my portfolio after buying Apple stock.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Sell 500 shares of Alphabet.,ExecuteTrade
Get historical stock data for Facebook from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 200 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio after selling Netflix stock.,CalculatePortfolioValue
What is the current price of Alphabet stock?,GetStockPrice
Sell 100 shares of Microsoft.,ExecuteTrade
Get historical stock data for Google from 2015 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Buy 500 shares of Facebook.,ExecuteTrade
Calculate the total value of my portfolio after buying Google stock.,CalculatePortfolioValue
What is the current price of IBM stock?,GetStockPrice
Sell 200 shares of Amazon.,ExecuteTrade
Get historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Buy 100 shares of Tesla.,ExecuteTrade
Calculate the total value of my portfolio after selling Alphabet stock.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Sell 500 shares of Facebook.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Calculate my current portfolio value.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Apple from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Google from 2015 to 2020.,GetHistoricalData
Submit a sell order for 500 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2019.,GetHistoricalData
Submit a buy order for 200 shares of Microsoft.,ExecuteTrade
Calculate the value of my Google shares.,CalculatePortfolioValue
Get the current price of Facebook stock.,GetStockPrice
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get historical data for Netflix from 2015 to 2022.,GetHistoricalData
Submit a sell order for 1000 shares of Apple.,ExecuteTrade
Get the current price of Amazon stock.,GetStockPrice
Calculate the value of my Netflix shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Fetch historical data for Facebook from 2010 to 2020.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Sell 200 shares of Facebook.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock data for Apple from 2018-01-01 to 2021-12-31.,GetHistoricalData
Buy 100 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Google from 2015-01-01 to 2019-12-31.,GetHistoricalData
Sell 500 shares of Microsoft.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Tesla from 2010-01-01 to 2017-12-31.,GetHistoricalData
Buy 200 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Facebook from 2012-01-01 to 2016-12-31.,GetHistoricalData
Sell 100 shares of Google.,ExecuteTrade
Calculate the total value of my portfolio after buying 500 shares of Amazon.,CalculatePortfolioValue
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
What is the current price of Google stock?,GetStockPrice
Get historical stock data for Netflix from 2015-01-01 to 2020-12-31.,GetHistoricalData
Buy 500 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
What is the current price of Tesla stock?,GetStockPrice
Get historical stock data for Amazon from 2010-01-01 to 2015-12-31.,GetHistoricalData
Sell 200 shares of Apple.,ExecuteTrade
Calculate the total value of my portfolio after selling 100 shares of Google.,CalculatePortfolioValue
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Apple from 2018-01-01 to 2018-12-31.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the total value of my current portfolio after buying 500 shares of Google.,CalculatePortfolioValue
Get historical data for Facebook from 2019-01-01 to 2019-12-31.,GetHistoricalData
Submit a sell order for 200 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Google from 2017-01-01 to 2017-12-31.,GetHistoricalData
Calculate the total value of my current portfolio after selling 1000 shares of Amazon.,CalculatePortfolioValue
Submit a buy order for 500 shares of Facebook.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Get historical data for Tesla from 2021-01-01 to 2021-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Amazon from 2016-01-01 to 2016-12-31.,GetHistoricalData
Submit a sell order for 1000 shares of Google.,ExecuteTrade
Calculate the total value of my current portfolio after buying 200 shares of Netflix.,CalculatePortfolioValue
Get the current price of Microsoft stock.,GetStockPrice
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
What is the current market sentiment for Tesla?,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Apple from 2018-01-01 to 2021-12-31.,GetHistoricalData
What is the current market sentiment for Amazon?,AnalyzeSentiment
Buy 100 shares of Microsoft.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Facebook from 2015-01-01 to 2019-12-31.,GetHistoricalData
What is the current market sentiment for Google?,AnalyzeSentiment
Sell 300 shares of Amazon.,ExecuteTrade
Get the current price of Microsoft stock.,GetStockPrice
Fetch historical data for Tesla from 2010-01-01 to 2017-12-31.,GetHistoricalData
What is the current market sentiment for Apple?,AnalyzeSentiment
Buy 50 shares of Facebook.,ExecuteTrade
Get the current price of Google stock.,GetStockPrice
Calculate the value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
Get historical data for Netflix from 2012-01-01 to 2020-12-31.,GetHistoricalData
What is the current market sentiment for Microsoft?,AnalyzeSentiment
Sell 400 shares of Google.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Fetch historical data for Alphabet from 2004-01-01 to 2016-12-31.,GetHistoricalData
What is the current market sentiment for Netflix?,AnalyzeSentiment
Buy 200 shares of Amazon.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 5 shares of Google.,ExecuteTrade
Get historical data for Apple stock from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Sell 20 shares of Facebook.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical data for Tesla stock from 2015-01-01 to 2023-02-28.,GetHistoricalData
Buy 10 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Get the current price of Facebook stock.,GetStockPrice
Sell 15 shares of Google.,ExecuteTrade
Get historical data for Microsoft stock from 2010-01-01 to 2021-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 25 shares of Netflix.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical data for Amazon stock from 2018-01-01 to 2022-02-28.,GetHistoricalData
Sell 8 shares of Apple.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Calculate the total value of my portfolio including cryptocurrencies.,CalculatePortfolioValue
Get the current price of Tesla stock.,GetStockPrice
Get historical data for Facebook stock from 2015-01-01 to 2023-03-01.,GetHistoricalData
Buy 12 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Sell 22 shares of Netflix.,ExecuteTrade
What is the current price of Google stock?,GetStockPrice
Get historical data for Apple stock from 2012-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Calculate the total value of my portfolio including bonds.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
I want to sell 50 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 20 shares of Facebook at the current market price.,ExecuteTrade
Get the real-time price of Apple stock.,GetStockPrice
Fetch the historical trading volume data for Amazon from 2018 to 2021.,GetHistoricalData
Submit a buy order for 30 shares of Netflix at $100 per share.,ExecuteTrade
Analyze the overall market sentiment for Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Sell 40 shares of Alphabet at the current market price.,ExecuteTrade
Get the historical closing price data for Facebook from 2015 to 2020.,GetHistoricalData
Calculate the total value of my Apple shares.,CalculatePortfolioValue
Submit a sell order for 25 shares of Amazon at $200 per share.,ExecuteTrade
Get the real-time price of Google stock.,GetStockPrice
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Fetch the historical trading price data for Tesla from 2010 to 2015.,GetHistoricalData
Buy 15 shares of Microsoft at the current market price.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Get the historical trading volume data for Facebook from 2012 to 2018.,GetHistoricalData
Calculate the total value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
Submit a buy order for 35 shares of Tesla at $500 per share.,ExecuteTrade
Analyze the overall market sentiment for Google.,AnalyzeSentiment
Get the real-time price of Facebook stock.,GetStockPrice
Sell 60 shares of Netflix at the current market price.,ExecuteTrade
Get the historical closing price data for Google from 2010 to 2015.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Sell 200 shares of Facebook.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical data for Amazon from 2018-01-01 to 2021-12-31.,GetHistoricalData
Buy 100 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
What is the current price of Facebook stock?,GetStockPrice
Get historical data for Google from 2015-01-01 to 2019-12-31.,GetHistoricalData
Sell 300 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
What is the current price of Netflix stock?,GetStockPrice
Get historical data for Tesla from 2010-01-01 to 2017-12-31.,GetHistoricalData
Buy 800 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
