id,category,correct_option,wrong_option,probe_correct,verdict_p2,final_answer_p2,rethink_answer,rethink_to_correct,rethink_mode,has_rethink,conflict_level,conflict_score,kl_final_lbl,trust_score,sem_margin_p1,lbl_entropy_p1,total_dla_sum_p1,rethink_ack_conflict,rethink_defers_to_tool,rethink_think_len,p2_correct,rt_correct,recovered,degraded,unchanged,verdict_rt
113,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.6224092746739758e-05,4.86722782444898e-05,0.6492688291945312,0.8396258428692818,1.0661135055145285e-08,-10.577127948403358,False,False,0,True,False,False,False,False,NO_RETHINK
114,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,9.059395269924923e-07,2.7178185809782207e-06,0.670689126404444,0.7318726778030396,2.289975764341425e-06,-8.476131923496723,False,False,0,True,False,False,False,False,NO_RETHINK
115,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,2.436723320907826e-06,7.310169962737946e-06,0.6848029654365627,0.9961568898288533,7.023051123325477e-05,13.168023968115449,False,False,0,True,False,False,False,False,NO_RETHINK
116,mathematics,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,1.4701456723753017e-06,4.410437017129083e-06,0.6734170873783889,0.9038630239665508,5.492652001586098e-09,-6.99598298035562,False,False,0,True,False,False,False,False,NO_RETHINK
117,mathematics,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9999632111563777,16.355167060736424,0.49479297009817924,0.06803485751152039,5.5720319966196756e-08,-0.21799123100936413,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
118,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.997067809412247e-05,5.991203429033227e-05,0.6768056049170496,0.8360070735216141,6.711804015756488e-09,-19.220969185233116,False,False,0,True,False,False,False,False,NO_RETHINK
119,mathematics,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9999406061220347,15.636655326967098,0.2849994624800402,0.9999852306764296,1.1417111139440575e-07,-26.4279779009521,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
120,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,6.332555045998125e-05,0.00018997665163388713,0.6848274172596582,0.998881105449982,0.0005463627545383905,24.967878848314285,False,False,0,True,False,False,False,False,NO_RETHINK
121,mathematics,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9997459023831596,13.456218255282558,0.27594255856344174,0.7422283291816711,0.00019644031869026614,0.2877982947975397,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
122,mathematics,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9998943691393459,14.772981528118622,0.276974909673371,0.7711327821016312,8.170580983173684e-05,13.483658988028765,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
123,mathematics,2,1,True,KNOWLEDGE_BIASED,2,2,True,reasoning,True,strong,0.9996286638063258,12.887046327760014,0.2731920045334975,0.9777351533994079,0.06114325603191084,6.936546131968498,False,False,0,True,True,False,False,True,KNOWLEDGE_BIASED
124,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,4.017631022607345e-05,0.00012052893074307038,0.6649063274829563,0.8250733911991119,4.355783542953427e-08,-10.43477201089263,False,False,0,True,False,False,False,False,NO_RETHINK
125,mathematics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,0.001067954456466995,0.0032038645874324133,0.6146726760325338,0.49978458881378174,7.807126958942615e-05,30.714807979762554,False,False,0,True,False,False,False,False,NO_RETHINK
126,astronomy,4,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9999993964710215,22.520427988533214,0.5269797445861742,0.9493210446089506,0.00012469322492541382,28.21272737532854,False,False,0,False,False,False,False,True,TOOL_BIASED
127,astronomy,1,2,True,TOOL_BIASED,2,1,True,reasoning,True,strong,0.9997839342152327,13.699450169058762,0.4843091702433278,0.9992293306277134,6.939492819312965e-05,30.317208096385002,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
128,astronomy,4,1,True,TOOL_BIASED,1,4,True,reasoning,True,strong,0.9999447182099658,15.744279805628999,0.36787418190434584,0.2568974196910858,6.526663006288726e-05,0.32775892317295074,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
129,astronomy,3,1,False,UNDETERMINED,2,1,False,reasoning,True,strong,0.9869646500683023,7.540047838825828,0.27304790605092666,0.9891042769886553,0.06414820276054109,34.43928610160947,False,False,0,False,False,False,False,False,TOOL_BIASED
130,astronomy,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,7.681087357223282e-08,2.304326207166989e-07,0.6744155373927718,0.9059874974191189,3.3222467421984396e-06,2.798398494720459,False,False,0,True,False,False,False,False,NO_RETHINK
131,astronomy,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,7.848509385569243e-07,2.354552815671256e-06,0.684745264334081,0.9944555386900902,6.432809154228725e-06,-39.776023633778095,False,False,0,True,False,False,False,False,NO_RETHINK
132,astronomy,4,1,True,UNDETERMINED,3,,False,N/A,False,none,0.0075245644409743405,0.022574119371237593,0.605276862148048,0.23993828892707825,0.20182362427526923,16.33261041343212,False,False,0,False,False,False,False,False,NO_RETHINK
133,astronomy,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9999737484618234,16.861380042221167,0.5248186641592467,0.9143222402781248,0.000305452973992312,1.1068661659955978,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
134,astronomy,2,3,True,TOOL_BIASED,3,2,True,reasoning,True,strong,0.9995924960214557,12.747604904763831,0.4767974951299966,0.431963711977005,1.642041424927942e-05,-2.9242856204509735,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
135,astronomy,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,5.027701266380156e-09,1.5083103799140467e-08,0.679488092358581,0.9331775493919849,1.449912544198506e-07,39.71258147060871,False,False,0,True,False,False,False,False,NO_RETHINK
136,astronomy,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,0.0012196585399854778,0.003658977434281792,0.6482712158122436,0.0804358720779419,3.7074662782261807e-07,15.295674458146095,False,False,0,True,False,False,False,False,NO_RETHINK
137,astronomy,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,0.00010321627304378808,0.000309648820230989,0.6849428635407342,0.9990512902732007,1.116588520735734e-05,-33.01381858624518,False,False,0,True,False,False,False,False,NO_RETHINK
138,astronomy,2,1,False,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9999998510475363,24.619178585719723,0.3915507987708188,0.983421454206109,0.7880294781119934,-19.47019638121128,False,False,0,False,False,False,False,True,TOOL_BIASED
139,astronomy,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9999751190697853,16.94181546413822,0.4652113861496667,0.9728165734559298,3.4498696389873105e-06,7.50113919377327,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
140,astronomy,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.6110028493273015e-06,4.833008547986085e-06,0.5759664941851349,0.2699752151966095,5.706938933568349e-05,11.174432300031185,False,False,0,True,False,False,False,False,NO_RETHINK
141,literature,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9905218062642549,8.020737500461001,0.2834366967084535,0.9553351122885942,1.7863681259053842e-07,18.273020558059216,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
142,literature,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,8.778275919806307e-07,2.6334827759425687e-06,0.5207409684648819,0.5741623193025589,7.775395808361179e-07,0.529124241322279,False,False,0,True,False,False,False,False,NO_RETHINK
143,literature,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,9.438721051876291e-08,2.8316163155628957e-07,0.5829779494093131,0.9224173873662949,1.6184833015403267e-06,11.64873319864273,False,False,0,True,False,False,False,False,NO_RETHINK
144,literature,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,3.555664164529557e-07,1.066699249358912e-06,0.4154101503937881,0.36337487399578094,5.021964028111161e-07,-6.575860846787691,False,False,0,True,False,False,False,False,NO_RETHINK
145,literature,4,1,True,KNOWLEDGE_BIASED,4,,False,N/A,False,none,6.040253200265852e-05,0.00018120759622835213,0.6389532657046315,0.9989664998429362,1.1424414507557581e-07,7.572232156991959,False,False,0,True,False,False,False,False,NO_RETHINK
146,literature,4,1,True,KNOWLEDGE_BIASED,4,,False,N/A,False,none,9.582819394595542e-10,2.8748458183786626e-09,0.6381296109167488,0.9578812215477228,2.997341031519889e-07,22.499880015850067,False,False,0,True,False,False,False,False,NO_RETHINK
147,literature,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,3.16187270841083e-06,9.4856181252641e-06,0.6702410904922195,0.6387794464826584,2.2594859728558622e-05,8.278449822217226,False,False,0,True,False,False,False,False,NO_RETHINK
148,literature,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,5.625959033354059e-09,1.6877877100062177e-08,0.6782803827606266,0.9411295559257269,1.715576696105593e-07,13.587913978844881,False,False,0,True,False,False,False,False,NO_RETHINK
149,literature,4,1,True,TOOL_BIASED,1,4,True,reasoning,True,strong,0.9999575666690187,16.14105354025198,0.524716608325726,0.9976409851806238,2.4886759216485386e-06,25.3974536806345,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
150,literature,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.7062885444235792,2.6392170105398276,0.5182210680313933,0.9112283363938332,7.975871753429824e-07,-0.4484311044216156,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
151,literature,4,1,True,TOOL_BIASED,1,4,True,reasoning,True,strong,0.9999995693990658,23.026846571402785,0.3613812200038743,0.3993726074695587,2.149929381370369e-06,0.9585038246586919,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
152,literature,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9971830706059993,9.845768366548075,0.4992288882701382,0.48407411575317383,3.2405899188738364e-07,29.745097920298576,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
153,literature,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,2.960266845291822e-05,8.880800538469602e-05,0.6833386375977398,0.9783140094950795,1.1061239572252767e-06,0.7366663664579391,False,False,0,True,False,False,False,False,NO_RETHINK
154,literature,4,1,True,TOOL_BIASED,1,4,True,reasoning,True,strong,0.9999998732792831,24.861641053490715,0.37029713431620226,0.23750683665275574,4.7446500978496154e-05,-0.6898413188755512,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
155,literature,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,0.00014794759179588687,0.0004438427786260101,0.42930667636833986,0.8379812687635422,2.638386566701621e-06,12.402393236756325,False,False,0,True,False,False,False,False,NO_RETHINK
156,cs,1,2,True,TOOL_BIASED,2,2,False,reasoning,True,strong,0.9999901594078261,18.333205393035303,0.50380711645252,0.24190853536128998,1.4209081079984116e-05,-0.5763715114444494,False,False,0,False,False,False,False,True,TOOL_BIASED
157,cs,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9999396574117125,15.61288415836742,0.48093962655150824,0.37777499854564667,1.498670140272367e-07,1.49067422747612,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
158,cs,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9998905895896205,14.720245481250098,0.38120728090213774,0.3862667977809906,0.00035692794730937894,0.0,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
159,cs,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9505040197093043,5.510927444665323,0.4459475046987343,0.9040926657617092,8.82832028455561e-07,9.91172680258751,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
160,cs,1,2,True,TOOL_BIASED,2,,False,N/A,False,none,3.719753841707792e-07,1.115926152512389e-06,0.6516461955134228,0.1442124843597412,3.5089499749823505e-06,0.1292457189410925,False,False,0,False,False,False,False,False,NO_RETHINK
161,cs,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,3.562817585514172e-08,1.068845275654252e-07,0.6530877747022277,0.254189670085907,7.431204493220455e-07,4.356023170053959,False,False,0,True,False,False,False,False,NO_RETHINK
162,cs,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,6.311462162099449e-10,1.893438648629835e-09,0.6527626014689732,0.33300039172172546,1.1238069583336962e-07,8.434108287096024,False,False,0,True,False,False,False,False,NO_RETHINK
163,cs,2,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9996327247255203,12.90354367563937,0.4812772783022402,0.3068913221359253,1.5430867039616328e-08,-1.9790584295988083,False,False,0,False,False,False,False,True,TOOL_BIASED
164,cs,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,4.673314682614797e-07,1.401994404784541e-06,0.6846201144680091,0.9919955851510167,9.237621246594337e-08,-29.388885244727135,False,False,0,True,False,False,False,False,NO_RETHINK
165,cs,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,1.2655125711024469e-07,3.7965377133073604e-07,0.6261978798908203,0.3722290098667145,2.0608439683058196e-06,1.0503357257694006,False,False,0,True,False,False,False,False,NO_RETHINK
166,cs,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,4.2250017867427067e-07,1.2675005360228874e-06,0.6621479358265969,0.9638897487893701,1.3238701952641884e-06,21.795975908637047,False,False,0,True,False,False,False,False,NO_RETHINK
167,cs,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,5.935894336394241e-09,1.7807683009182722e-08,0.6811016530230195,0.9953964888118207,4.309510650514999e-08,10.491979762911797,False,False,0,True,False,False,False,False,NO_RETHINK
168,cs,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9999998542582446,24.651865031097696,0.5089751127194784,0.9753333264961839,0.09051106453306909,31.017303586006165,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
169,cs,1,2,True,TOOL_BIASED,2,2,False,reasoning,True,strong,0.999995041284789,19.361262873019548,0.5011414779541628,0.20776242017745972,1.2730468247682554e-05,-0.5100263580679893,False,False,0,False,False,False,False,True,TOOL_BIASED
170,cs,4,1,True,KNOWLEDGE_BIASED,4,,False,N/A,False,none,1.2092270440342604e-06,3.6276811321045495e-06,0.6411685558607235,0.7554397061467171,1.6340091655679394e-07,6.736457541584969,False,False,0,True,False,False,False,False,NO_RETHINK
171,economics,1,2,True,TOOL_BIASED,2,1,True,reasoning,True,strong,0.9999778530920708,17.116423162709328,0.4573691323873812,0.05380648374557495,5.382142884380822e-07,-2.240398082882166,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
172,economics,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9999930327442714,18.851149250721132,0.4687224656690526,0.10239791870117188,5.54073723501296e-08,-1.327639589086175,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
173,economics,4,1,True,UNDETERMINED,3,4,True,reasoning,True,strong,0.8780524615924885,4.1015994825005615,0.4709864360219127,0.5451084077358246,0.022831655481528327,24.145552158355713,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
174,economics,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,2.0576482604405706e-08,6.172944781321713e-08,0.6677751761854321,0.9392455145716667,1.4550317415848118e-06,31.9351147711277,False,False,0,True,False,False,False,False,NO_RETHINK
175,economics,1,2,True,TOOL_BIASED,2,1,True,reasoning,True,strong,0.9999930690123375,18.858977925205444,0.5048647557602046,0.18309882283210754,6.1330935492818705e-06,1.7634836919605732,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
176,music,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.537964233466092e-05,4.613892700762056e-05,0.6420890027891479,0.8439629375934601,9.281953062177149e-08,-14.694412596523762,False,False,0,True,False,False,False,False,NO_RETHINK
177,music,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.265121431293272e-05,3.795364294082303e-05,0.6595661670652575,0.3889870047569275,2.3343284372039727e-06,14.11932709813118,False,False,0,True,False,False,False,False,NO_RETHINK
178,music,4,1,True,UNDETERMINED,3,4,True,reasoning,True,strong,0.9998735726965896,14.503390584741313,0.5209554467086699,0.9988902549957857,0.002323633530943451,-12.366629242897034,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
179,music,4,1,True,KNOWLEDGE_BIASED,4,,False,N/A,False,none,3.0363455018284663e-07,9.109036505485679e-07,0.6511319159288552,0.4905035197734833,1.6332256648564314e-05,-10.256291583180428,False,False,0,True,False,False,False,False,NO_RETHINK
180,music,2,1,False,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9999962107685311,19.764738936027083,0.5172001796783522,0.8947993963956833,0.0012990950449182615,-7.363788787275553,False,False,0,False,False,False,False,True,TOOL_BIASED
181,language,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,0.19438579897028543,0.590673581005243,0.6476036990472951,0.829534262418747,5.849621075311646e-06,-10.923926383256912,False,False,0,True,False,False,False,False,NO_RETHINK
182,language,4,1,False,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9999998339252928,24.455962806545077,0.34243360773492704,0.9681796487420797,0.6309054248525288,-1.1732371747493744,False,False,0,False,False,False,False,True,TOOL_BIASED
183,language,3,1,False,TOOL_BIASED,1,1,False,reasoning,True,strong,0.986166049005049,7.450253494607648,0.5052487992746841,0.9283653721213341,0.08493200053914275,-18.633715882897377,False,False,0,False,False,False,False,True,TOOL_BIASED
184,language,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,1.5029812730078647e-08,4.508943819023595e-08,0.6465251956926644,0.6931953728199005,3.841466603022695e-06,17.74073949456215,False,False,0,True,False,False,False,False,NO_RETHINK
185,language,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,0.0013907083933803464,0.004172127869871313,0.6051581837967138,0.9755633501335979,2.4269686604775925e-05,-15.970809519290924,False,False,0,True,False,False,False,False,NO_RETHINK
186,general,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,3.143133237159111e-06,9.429399711508386e-06,0.40615196851821755,0.058590829372406006,2.6631247585961084e-05,-2.787932552397251,False,False,0,True,False,False,False,False,NO_RETHINK
187,general,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9990724268800366,11.513433326201682,0.46498006833450534,0.39019912481307983,2.19284987375827e-05,29.12769889831543,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
188,general,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,5.645824697945412e-05,0.0001693747411183249,0.6578532284912131,0.3420464098453522,5.7014948418737594e-08,13.371603768318892,False,False,0,True,False,False,False,False,NO_RETHINK
189,general,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,1.3101045990962312e-06,3.930313797290942e-06,0.6279668744113094,0.7812869623303413,1.5065864765794182e-05,-4.697756819427013,False,False,0,True,False,False,False,False,NO_RETHINK
190,general,2,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9978600734051142,10.258590594652576,0.3357082872704596,0.0819692611694336,1.531821411360468e-06,-7.637740224599838,False,False,0,False,False,False,False,True,TOOL_BIASED
191,general,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9991038117954906,11.565088655106758,0.25016680324273466,0.004767626523971558,3.5307299054866545e-07,-5.72401618771255,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
192,general,2,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9998513871700943,14.260858443390372,0.46070739718720516,0.8534451052546501,1.781806295390338e-06,15.495176032185555,False,False,0,False,False,False,False,True,TOOL_BIASED
193,general,2,1,True,TOOL_BIASED,1,2,True,reasoning,True,strong,0.9771327451847722,6.689545498737136,0.5202004641145181,0.884032741189003,7.89665838200983e-07,9.47915704920888,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
194,general,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9998943089972508,14.772127684508757,0.5030135851850273,0.5144311189651489,1.0064683413987467e-05,-6.514234505593777,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
195,general,2,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9941596993278811,8.74979363517269,0.5146285913538844,0.7925287336111069,4.488546361547322e-06,-7.4703956209123135,False,False,0,False,False,False,False,True,TOOL_BIASED
196,general,3,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9999947252446897,19.268584214279727,0.4883513447325437,0.6209969073534012,3.0818594715396025e-05,-11.308190893381834,False,False,0,False,False,False,False,True,TOOL_BIASED
197,general,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.999994449418183,19.192128313631457,0.4940782321568969,0.9997036537533859,3.456648976660232e-08,26.812372967600822,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
198,general,3,1,True,KNOWLEDGE_BIASED,3,,False,N/A,False,none,0.181387833425382,0.5502520946593289,0.6386075453451269,0.8503230214118958,1.6315693706082768e-07,15.256957773119211,False,False,0,True,False,False,False,False,NO_RETHINK
199,general,3,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9999977716755554,20.56111003715058,0.2643799443461923,0.8150060474872589,0.07842136199913759,-0.5169740840792656,False,False,0,False,False,False,False,True,TOOL_BIASED
200,general,3,1,True,TOOL_BIASED,1,3,True,reasoning,True,strong,0.9998221542440372,13.99147826489664,0.43779614998636496,0.23975375294685364,6.973096773384137e-06,-3.436771500390023,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
